user_href,user_timec,user_titlec,user_comment,place,price,quality,service,ambience,user_options,num_cmt_post,city,category,type_1_shop,type_2_shop
nalyly,2022-01-04T12:41:00,Karaoke And Massage Thiên Kim - QL 39A,Cho mình hỏi quán mình matxa giá giao động bn nhỷ?,6.0,6.0,5.0,6.0,6.0,None,0,thai-binh,entertain,87/56/79/,
nguynphong7295,2016-06-05T01:11:00,tuyet,"Xông hơi mát xa , karaoke , nghỉ vip",5.0,5.0,5.0,5.0,5.0,None,1,thai-binh,entertain,87/56/79/,
