user_href,user_timec,user_titlec,user_comment,place,price,quality,service,ambience,user_options,num_cmt_post,city,category,type_1_shop,type_2_shop
phmtho8698,2020-02-02T04:26:00,Ổn,"Phòng sạch sẽ ấm áp, tiện nghi. Giường rất êm. Nhà vệ sinh sạch sẽ, xà phòng, sữa tắm, dầu gội có tuýp nhìn rất xinh. Tivi nhiều kênh. Nhân viên nhiệt tình. Nội thất sang trọng và đẹp. Có nhiều khu vực được trang hoàng đẹp để check in. Bữa sáng ăn buffet rất ngon, nhiều món đa dạng. Mứt cam và mứt dâu ngon. Đồ ăn cá bữa chính được chế biến đẹp mắt, vừa miệng.",10.0,8.0,9.0,10.0,10.0,Có thể,0,lai-chau,travel,13/,40/
