user_href,user_timec,user_titlec,user_comment,place,price,quality,service,ambience,user_options,num_cmt_post,city,category,type_1_shop,type_2_shop
tri.do9470,2018-06-20T22:23:00,Cơm gà Gameone,"Hạt cơm chiên còn nóng dẻo không bị khô, gà nướng vùa ăn bên ngoài thơm giòn, bên trong nóng và không bị khô, có cảm giác vẫn còn nước, ngon ngọt. Game thủ thời nay sướng VL.",10.0,10.0,10.0,10.0,10.0,None,0,ca-mau,entertain,16/,40/
jessephan,2017-02-02T23:04:00,Karaoke Quỳnh Mai,"Quán nằm ở đầu lộ Tân Duyệt, có khoảng 4 - 5 phòng, mỗi phòng chứa được khoảng 15 - 20 ng. Chất lượng âm thanh tạm ổn, trinh điều khiển nhạc hơi chuối (màn hình cảm ứng dùng android cấu hình thấp nên phản hồi rất chậm, hơi bị ức chế) Tuy nhiên để phục vụ nhu cầu ca hát vui, ko đòi hỏi nhiều thì quán này có thể chấp nhận đc (ở huyện mà :) )",8.0,7.0,7.0,7.0,7.0,None,0,ca-mau,entertain,40/,40/
