user_href,user_timec,user_titlec,user_comment,place,price,quality,service,ambience,user_options,num_cmt_post,city,category,type_1_shop,type_2_shop
tu'sphng's,2017-02-09T21:12:00,Song Tửu Quán - Nhậu Bình Dân,"Nch giá cả ở đây khá hợp lý😚 thích hợp hssv, hay gđ họp liên hoan gì đó😉 lẩu ở đây khá được nước lẩu chưa đậm đà lắm được cái hải sản tươi với nhiều 😋 thích nhắt là bò nhúng ớt ngon hơn cả lẩu, nước đặc cay cay nhúng thêm bò rồi ăn với bánh mỳ ngon tuyệt😄có điều bò chưa thực sự ngon ko có vị bò lắm chỉ được cái nước ngon tuyệt🤔 gỏi có nhiều loại hôm đó mình gọi gỏi tai heo mà gỏi không ngon lắm ăn thấy nhạt nhạt tóm lại chưa ổn😝 phục vụ thì mình thấy chủ quán khá dth lại nhiệt tình😊 quán nằm trong khu ăn nhậu của đường lê lợi gần quán cuội , quán hơi nhỏ 😤 gọi nấy món mà 4 ng ăn no luôn , thấy vs quán cũng được so với giá thì vậy là oke. À ngoài ra quán còn mấy món ếch gì đó mà mình ko ăn được ếch😭 menu quán cũng trong phạm vi lẩu, trộn ,ếch, bò rồi làm các thứ chiên xào luộc vậy đó. Nói chung ăn ít đi 3 lần hết menu ăn nhiều đi lần hết cái menu😉haha.",5.0,6.0,6.0,7.0,3.0,Chắc chắn,0,quang-nam,entertain,90/40/50/54/35/58/88/63/,40/
khoapv87,2015-09-11T20:21:00,Sóng Nhạc Karaoke,Nơi giải trí dành cho giới trẻ,10.0,10.0,10.0,10.0,10.0,Chắc chắn,0,quang-nam,entertain,40/,40/
